schema_version,experiment_id,study_type,candidate_status,candidate_id,parent_candidate_id,round_index,benchmark_id,candidate_hash,candidate_manifest_path,candidate_bundle_dir,prompt_bundle_id,text_model_id,vision_model_id,runtime_seconds,runtime.main_app_duration_seconds,runtime.eval_duration_seconds,runtime.total_duration_seconds,started_at,ended_at,promotion_decision,decision_reason,main_app_run_id,main_app_run_path,main_app_output_path,main_app_return_code,main_app_resolved_config_path,main_app_overlay_path,eval_output_path,eval_return_code,eval_summary_path,knob.retrieval_top_k,knob.recall_rescue_enabled,knob.whole_document_mode,knob.whole_document_max_chars,knob.style_profiles_enabled,knob.style_profiles_max_examples,knob.figure_review_enabled
1.0,optimize_overnight,optimize,failed,cand_0000,,0,bench_dev,07986d820be957beba1571f38ee5fbe2729bd639d4bc7313f1b3ffa27fcdbfbf,D:\code\local\extract-structured-info-from-papers-optimizer\runs\20260408_083942_optimize_overnight_overnight_batch_01\experiment\candidates\cand_0000\candidate.json,D:\code\local\extract-structured-info-from-papers-optimizer\runs\20260408_083942_optimize_overnight_overnight_batch_01\experiment\candidates\cand_0000,default,google/gemma-4-26b-a4b,,195.23399999999674,195.23399999999674,,195.23399999999674,2026-04-08T11:09:13.584024+00:00,2026-04-08T11:12:28.828632+00:00,incumbent,main_app_launch_failed,run_20260408_110915_2es0wn,D:\code\local\extract-structured-info-from-papers-optimizer\runs\20260408_083942_optimize_overnight_overnight_batch_01\experiment\runs\cand_0000\main\main_app_output\run_20260408_110915_2es0wn,D:\code\local\extract-structured-info-from-papers-optimizer\runs\20260408_083942_optimize_overnight_overnight_batch_01\experiment\runs\cand_0000\main,2,D:\code\local\extract-structured-info-from-papers-optimizer\runs\20260408_083942_optimize_overnight_overnight_batch_01\experiment\runs\cand_0000\main\resolved_main_config.json,D:\code\local\extract-structured-info-from-papers-optimizer\runs\20260408_083942_optimize_overnight_overnight_batch_01\experiment\runs\cand_0000\main\main_config_overlay.json,,,,6,True,False,12000,True,3,False
